Date,Open,High,Low,Close,Adj Close,Volume
2022-05-06,90.94000244140625,91.38999938964844,90.1500015258789,90.81999969482422,85.19193267822266,2232000
2022-05-09,92.6500015258789,93.08000183105469,89.86000061035156,92.83999633789062,87.08673858642578,3452800
2022-05-10,93.41999816894531,94.7699966430664,91.43000030517578,92.08999633789062,86.38321685791016,3243300
2022-05-11,92.5,92.83999633789062,89.95999908447266,90.19999694824219,84.61033630371094,2650000
2022-05-12,90.4000015258789,90.54000091552734,88.33000183105469,89.54000091552734,83.99124145507812,1831300
2022-05-13,89.70999908447266,90.36000061035156,89.08000183105469,90.0,84.42273712158203,1825100
2022-05-16,90.01000213623047,91.23999786376953,90.01000213623047,90.79000091552734,85.16378021240234,1641700
2022-05-17,90.9000015258789,92.33999633789062,89.75,91.7699966430664,86.08303833007812,1382600
2022-05-18,90.95999908447266,91.02999877929688,84.11000061035156,84.75,79.49807739257812,4041700
2022-05-19,84.0,85.63999938964844,82.94999694824219,84.12000274658203,78.9071273803711,2783800
2022-05-20,85.0,85.77999877929688,83.91999816894531,85.27999877929688,79.99523162841797,4322900
2022-05-23,86.5999984741211,88.31999969482422,86.41999816894531,87.33999633789062,81.92757415771484,1982100
2022-05-24,87.16000366210938,88.87000274658203,86.86000061035156,88.75,83.25019836425781,1993000
2022-05-25,88.94000244140625,89.58000183105469,88.44000244140625,89.05999755859375,83.54097747802734,1543600
2022-05-26,89.31999969482422,90.58999633789062,89.31999969482422,89.76000213623047,84.1976089477539,1941800
2022-05-27,89.9000015258789,91.05000305175781,89.83999633789062,91.04000091552734,85.39828491210938,1761700
2022-05-31,90.30000305175781,90.44000244140625,88.75,89.61000061035156,84.48377227783203,4010100
2022-06-01,89.58999633789062,89.94999694824219,87.69999694824219,88.13999938964844,83.09786987304688,2124300
2022-06-02,88.08000183105469,88.08000183105469,85.58000183105469,88.01000213623047,82.97530364990234,2500400
2022-06-03,87.55000305175781,88.25,87.06999969482422,87.41000366210938,82.40963745117188,1474400
2022-06-06,87.87999725341797,88.55999755859375,87.05999755859375,87.4800033569336,82.47563171386719,1322300
2022-06-07,86.5999984741211,92.31999969482422,86.52999877929688,88.37999725341797,83.32414245605469,1481900
2022-06-08,88.0,88.30000305175781,87.16000366210938,87.30999755859375,82.31534576416016,948200
2022-06-09,87.4000015258789,87.5,85.27999877929688,85.30999755859375,80.42976379394531,1776400
2022-06-10,84.22000122070312,84.8499984741211,84.0199966430664,84.13999938964844,79.32669830322266,1623100
2022-06-13,83.31999969482422,84.41000366210938,82.55999755859375,83.30999755859375,78.54417419433594,1778200
